Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021023904  , Herman Coleman Tubbs  , 93379206  , CTLSJ  , Ingeniería en Computación   , 0  , HColeman@estudiantec.cr
2021032092  , Darren Prather Magnall  , 83239808  , CAA  , Ingeniería en Computación   , 0  , DPrather@estudiantec.cr
2021033461  , Lewis Tolliver Sullivan  , 67506522  , CAA  , Ingeniería en Computación   , 0  , LTolliver@estudiantec.cr
2021039171  , Craig Gillam Vincent  , 84190171  , CAA  , Ingeniería en Computación   , 0  , CGillam@estudiantec.cr
2021031526  , Barbara King Tadlock  , 86520668  , CAA  , Ingeniería en Computación   , 0  , BKing@estudiantec.cr
2021033943  , Daniel Lee Hill  , 61741818  , CAA  , Ingeniería en Computación   , 0  , DLee@estudiantec.cr
2021039883  , Francis Richards Syrett  , 62225792  , CAA  , Ingeniería en Computación   , 0  , FRichards@estudiantec.cr
2021035406  , Keith Beaushaw Messer  , 89184118  , CAA  , Ingeniería en Computación   , 0  , KBeaushaw@estudiantec.cr
2021032628  , Clarence Martinez Hampton  , 97387909  , CAA  , Ingeniería en Computación   , 0  , CMartinez@estudiantec.cr
2021032548  , Matthew Rodriguez Messer  , 74930470  , CAA  , Ingeniería en Computación   , 0  , MRodriguez@estudiantec.cr
2021038443  , Judith Lopez Lahr  , 60279703  , CAA  , Ingeniería en Computación   , 0  , JLopez@estudiantec.cr
2021036111  , Mario Hernandez Jones  , 76938244  , CAA  , Ingeniería en Electrónica   , 0  , MHernandez@estudiantec.cr
2021035476  , Mark Derck Sawyer  , 84452848  , CAA  , Ingeniería en Electrónica   , 0  , MDerck@estudiantec.cr
2021037148  , Jean Fellin Schiavone  , 75003327  , CAA  , Ingeniería en Electrónica   , 0  , JFellin@estudiantec.cr
2021035122  , Eunice Guzman Henry  , 87937123  , CAA  , Ingeniería en Electrónica   , 0  , EGuzman@estudiantec.cr
2021034322  , Bridget Bazile Ross  , 67557741  , CAA  , Ingeniería en Electrónica   , 0  , BBazile@estudiantec.cr
2021031220  , Sharon Dorio Vanderschel  , 91026116  , CAA  , Ingeniería en Electrónica   , 0  , SDorio@estudiantec.cr
2021031348  , Jesus Ahmed Sanchez  , 88945012  , CAA  , Ingeniería en Electrónica   , 0  , JAhmed@estudiantec.cr
2021032455  , Jesse Berry Moore  , 65614125  , CAA  , Ingeniería en Electrónica   , 0  , JBerry@estudiantec.cr
2021040506  , Christopher Balmes Hughes  , 67646909  , CAL  , Administración de Empresas   , 0  , CBalmes@estudiantec.cr
2021041059  , Gladys Hansen Doucet  , 88446762  , CAL  , Administración de Empresas   , 0  , GHansen@estudiantec.cr
2021047174  , James Dicus Willis  , 99723858  , CAL  , Administración de Empresas   , 0  , JDicus@estudiantec.cr
2021042749  , James Smith Cunningham  , 72337223  , CAL  , Ingeniería en Computación   , 2021041423  , JSmith@estudiantec.cr
2021047773  , Steven Williams Kelley  , 80978242  , CAL  , Ingeniería en Computación   , 0  , SWilliams@estudiantec.cr
2021045855  , Martin Lynch Gibson  , 86482836  , CAL  , Ingeniería en Computación   , 0  , MLynch@estudiantec.cr
2021047692  , Heidi Shanklin Renn  , 61341176  , CAL  , Ingeniería en Computación   , 0  , HShanklin@estudiantec.cr
2021045499  , Trevor Dixon Elder  , 95683319  , CAL  , Ingeniería en Computación   , 0  , TDixon@estudiantec.cr
2021046218  , Gregory Newsom Waldvogel  , 96186083  , CAL  , Ingeniería en Computación   , 0  , GNewsom@estudiantec.cr
2021043333  , Minnie Hellyer Stanley  , 99140664  , CAL  , Ingeniería en Computación   , 0  , MHellyer@estudiantec.cr
2021047901  , Joshua Kloc Christen  , 85811221  , CAL  , Ingeniería en Computación   , 0  , JKloc@estudiantec.cr
2021047282  , Jose Williams Baisley  , 86165109  , CAL  , Ingeniería en Computación   , 0  , JWilliams@estudiantec.cr
2021048418  , Brandon Cox Salamanca  , 93975567  , CAL  , Ingeniería en Computación   , 0  , BCox@estudiantec.cr
2021041364  , Carmen Ellis Kyser  , 60617603  , CAL  , Ingeniería en Computación   , 0  , CEllis@estudiantec.cr
2021040133  , Dorothy Feeley Wilson  , 77112338  , CAL  , Ingeniería en Computación   , 0  , DFeeley@estudiantec.cr
2021044790  , Clay Le Ford  , 81071869  , CAL  , Ingeniería en Computación   , 0  , CLe@estudiantec.cr
2021040689  , Donald Nichols Leos  , 70979589  , CAL  , Ingeniería en Computación   , 0  , DNichols@estudiantec.cr
2021044458  , Judith Thomas Cunningham  , 64078579  , CAL  , Ingeniería en Computación   , 0  , JThomas@estudiantec.cr
2021048515  , Patricia Wang Barfield  , 76506818  , CAL  , Ingeniería en Producción de Industrial   , 0  , PWang@estudiantec.cr
2021049948  , George Foersterling Brown  , 91906047  , CAL  , Ingeniería en Producción de Industrial   , 0  , GFoersterling@estudiantec.cr
2021046117  , Jo Whiteside Lash  , 76525358  , CAL  , Ingeniería en Producción de Industrial   , 0  , JWhiteside@estudiantec.cr
2021049948  , Earl Dortch Berrios  , 89439163  , CAL  , Ingeniería en Producción de Industrial   , 0  , EDortch@estudiantec.cr
2021040350  , Carl Vanderhoef Corley  , 86380839  , CAL  , Ingeniería en Producción de Industrial   , 0  , CVanderhoef@estudiantec.cr
2021042064  , Natalie Ciaccio Gordon  , 72130689  , CAL  , Ingeniería en Producción de Industrial   , 0  , NCiaccio@estudiantec.cr
2021047694  , Anthony Stovall Shidler  , 60323813  , CAL  , Ingeniería en Producción de Industrial   , 0  , AStovall@estudiantec.cr
2021045020  , Terrance Filippini Wohlenhaus  ,  0   , CAL  , Ingeniería en Computación   ,  0   , TFilippini@estudiantec.cr
