Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021024523  , Phyllis Koon Burns  , 65890034  , CTLSJ  , Ingeniería en Computación   , 0  , PKoon@estudiantec.cr
2021023617  , Leroy Ewell Pope  , 66813107  , CTLSJ  , Ingeniería en Computación   , 0  , LEwell@estudiantec.cr
2021030565  , Daryl Mcclure Mclean  , 94929220  , CAA  , Ingeniería en Computación   , 2021037891  , DMcclure@estudiantec.cr
2021035638  , Clifford Sipriano Griffin  , 69229867  , CAA  , Ingeniería en Computación   , 0  , CSipriano@estudiantec.cr
2021033815  , Louise Hampton Miller  , 76535028  , CAA  , Ingeniería en Computación   , 0  , LHampton@estudiantec.cr
2021032509  , Arlene Reulet Collins  , 95581193  , CAA  , Ingeniería en Computación   , 0  , AReulet@estudiantec.cr
2021038612  , Walter West Cope  , 97693607  , CAA  , Ingeniería en Computación   , 0  , WWest@estudiantec.cr
2021035336  , Heather Thompson Knight  , 77292932  , CAA  , Ingeniería en Computación   , 0  , HThompson@estudiantec.cr
2021036328  , Tim Patague Woodrum  , 90944169  , CAA  , Ingeniería en Computación   , 0  , TPatague@estudiantec.cr
2021038187  , Kathleen Browning Jimenez  , 98798662  , CAA  , Ingeniería en Computación   , 0  , KBrowning@estudiantec.cr
2021035897  , Bruce Logan Dubie  , 65276333  , CAA  , Ingeniería en Computación   , 0  , BLogan@estudiantec.cr
2021034338  , Kathleen Taylor Bermudez  , 67781187  , CAA  , Ingeniería en Computación   , 0  , KTaylor@estudiantec.cr
2021030350  , Jaime Ryder Alston  , 65595515  , CAA  , Ingeniería en Computación   , 0  , JRyder@estudiantec.cr
2021038126  , William Harrison Guenther  , 70354560  , CAA  , Ingeniería en Computación   , 0  , WHarrison@estudiantec.cr
2021034585  , Kenneth Thomas Raddatz  , 82656808  , CAA  , Ingeniería en Computación   , 0  , KThomas@estudiantec.cr
2021039441  , Clint Wiens Kutner  , 76760372  , CAA  , Ingeniería en Computación   , 0  , CWiens@estudiantec.cr
2021033720  , Jennifer Ward Malik  , 65497388  , CAA  , Ingeniería en Electrónica   , 0  , JWard@estudiantec.cr
2021030469  , Harriet Deering Fischer  , 91384726  , CAA  , Ingeniería en Electrónica   , 0  , HDeering@estudiantec.cr
2021033640  , Jose Harris Fars  , 60578461  , CAA  , Ingeniería en Electrónica   , 0  , JHarris@estudiantec.cr
2021033176  , Lydia Sou Shapiro  , 80438367  , CAA  , Ingeniería en Electrónica   , 0  , LSou@estudiantec.cr
2021043834  , Kevin Johnson Boxx  , 88085248  , CAL  , Administración de Empresas   , 0  , KJohnson@estudiantec.cr
2021043439  , Patrick Lefever Frausto  , 76924460  , CAL  , Ingeniería en Computación   , 0  , PLefever@estudiantec.cr
2021048499  , Carl Brassfield Toth  , 69035440  , CAL  , Ingeniería en Computación   , 0  , CBrassfield@estudiantec.cr
2021046730  , Brian Bass Roy  , 96765129  , CAL  , Ingeniería en Computación   , 0  , BBass@estudiantec.cr
2021042209  , Jesse Massaro Portz  , 77310801  , CAL  , Ingeniería en Computación   , 0  , JMassaro@estudiantec.cr
2021043724  , Lillian Simons Peres  , 83773608  , CAL  , Ingeniería en Computación   , 0  , LSimons@estudiantec.cr
2021049591  , Doris Nutt Silva  , 68400316  , CAL  , Ingeniería en Computación   , 0  , DNutt@estudiantec.cr
2021041579  , Barbara Moore Averett  , 86575513  , CAL  , Ingeniería en Computación   , 0  , BMoore@estudiantec.cr
2021042597  , Christie Brown Hurst  , 63150396  , CAL  , Ingeniería en Computación   , 0  , CBrown@estudiantec.cr
2021040544  , Clyde Carella Bunch  , 96613925  , CAL  , Ingeniería en Computación   , 0  , CCarella@estudiantec.cr
2021044650  , Linda Alma Alderson  , 74587819  , CAL  , Ingeniería en Computación   , 0  , LAlma@estudiantec.cr
2021043199  , Rose Canipe Johnson  , 65734826  , CAL  , Ingeniería en Producción de Industrial   , 2021046851  , RCanipe@estudiantec.cr
2021047894  , Robert Turner Donovan  , 78221626  , CAL  , Ingeniería en Producción de Industrial   , 0  , RTurner@estudiantec.cr
2021042795  , Erica Lewis Holder  , 85113880  , CAL  , Ingeniería en Producción de Industrial   , 0  , ELewis@estudiantec.cr
2021048377  , Jason James Pierce  , 96990313  , CAL  , Ingeniería en Producción de Industrial   , 0  , JJames@estudiantec.cr
2021048012  , Lorraine Dossett Davis  , 71334596  , CAL  , Ingeniería en Producción de Industrial   , 0  , LDossett@estudiantec.cr
2021042381  , Elnora Schultz Estabillo  , 72304349  , CAL  , Ingeniería en Producción de Industrial   , 0  , ESchultz@estudiantec.cr
2021040012  , Stephanie Fletcher Moscato  , 64443329  , CAL  , Ingeniería en Producción de Industrial   , 0  , SFletcher@estudiantec.cr
2021045808  , Dino Grambo Rainey  , 82681338  , CAL  , Ingeniería en Producción de Industrial   , 0  , DGrambo@estudiantec.cr
2021049511  , Arlene Hayes Gard  , 87410212  , CAL  , Ingeniería en Producción de Industrial   , 0  , AHayes@estudiantec.cr
2021046476  , Mai Collins Mull  , 88495710  , CAL  , Ingeniería en Producción de Industrial   , 0  , MCollins@estudiantec.cr
2021049501  , Richard Grignon Medina  , 67673542  , CAL  , Ingeniería en Producción de Industrial   , 0  , RGrignon@estudiantec.cr
2021047413  , Vickie Hall Adams  , 75546373  , CAL  , Ingeniería en Producción de Industrial   , 0  , VHall@estudiantec.cr
2021042099  , Dwayne Austin Jones  , 95859605  , CAL  , Ingeniería en Producción de Industrial   , 0  , DAustin@estudiantec.cr
2021040600  , Peter Carrel Collins  , 71800828  , CAL  , Ingeniería en Producción de Industrial   , 0  , PCarrel@estudiantec.cr
2021030811  , Alison Harper Harrington  ,  0   , CAA  , Ingeniería en Computación   ,  0   , AHarper@estudiantec.cr
2021040264  , Karina Gaede Denery  ,  0   , CAL  , Ingeniería en Producción de Industrial   ,  0   , KGaede@estudiantec.cr
