Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021045102  , Randy Lentz Marsh  , 71024169  , CAL  , Administración de Empresas   , 0  , RLentz@estudiantec.cr
2021047692  , Lyndon Neumaier Mcguire  , 89295448  , CAL  , Administración de Empresas   , 0  , LNeumaier@estudiantec.cr
2021047155  , Xiomara Turner Santiago  , 62048277  , CAL  , Administración de Empresas   , 0  , XTurner@estudiantec.cr
2021047303  , Pat Garcia Epstein  , 99238745  , CAL  , Administración de Empresas   , 0  , PGarcia@estudiantec.cr
2021048556  , John Scheetz Rosenberry  , 77447504  , CAL  , Ingeniería en Computación   , 0  , JScheetz@estudiantec.cr
2021046538  , Jeffery Frye Lusk  , 74608007  , CAL  , Ingeniería en Computación   , 0  , JFrye@estudiantec.cr
2021040946  , Jason Ladieu Howell  , 68691529  , CAL  , Ingeniería en Computación   , 0  , JLadieu@estudiantec.cr
2021040064  , Delia Bravo Pickard  , 62492800  , CAL  , Ingeniería en Producción de Industrial   , 0  , DBravo@estudiantec.cr
2021043742  , Gary Howard Lopez  , 85066580  , CAL  , Ingeniería en Producción de Industrial   , 0  , GHoward@estudiantec.cr
2021047625  , John Hicks Collins  , 75189011  , CAL  , Ingeniería en Producción de Industrial   , 0  , JHicks@estudiantec.cr
2021022103  , Ralph Cortez Gath  ,  0   , CTLSJ  , Administración de Empresas   ,  0   , RCortez@estudiantec.cr
2021034925  , Tommy Collins Lukowski  ,  0   , CAA  , Ingeniería en Computación   ,  0   , TCollins@estudiantec.cr
2021045004  , David Pike Rodriquez  ,  0   , CAL  , Administración de Empresas   ,  0   , DPike@estudiantec.cr
