Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021038277  , Miles White Stilson  , 65519844  , CAA  , Ingeniería en Computación   , 0  , MWhite@estudiantec.cr
2021039430  , Timothy Hoyle Taylor  , 77222213  , CAA  , Ingeniería en Computación   , 0  , THoyle@estudiantec.cr
2021032068  , Christopher Reno Bravo  , 66168360  , CAA  , Ingeniería en Computación   , 0  , CReno@estudiantec.cr
2021031362  , Stephen Wilson Winchenbach  , 80376645  , CAA  , Ingeniería en Electrónica   , 2021030392  , SWilson@estudiantec.cr
2021036781  , Billie Grier Diaz  , 63537581  , CAA  , Ingeniería en Electrónica   , 0  , BGrier@estudiantec.cr
2021035635  , Norman Day Steiner  , 82977956  , CAA  , Ingeniería en Electrónica   , 0  , NDay@estudiantec.cr
2021032126  , Lisa Coren Bennett  , 96908272  , CAA  , Ingeniería en Electrónica   , 0  , LCoren@estudiantec.cr
2021031632  , Christopher Curtis Lehrke  , 81013719  , CAA  , Ingeniería en Electrónica   , 0  , CCurtis@estudiantec.cr
2021033077  , William Gear Williamson  , 81854417  , CAA  , Ingeniería en Electrónica   , 0  , WGear@estudiantec.cr
2021035022  , Elma Wanda Lingle  , 75946224  , CAA  , Ingeniería en Electrónica   , 0  , EWanda@estudiantec.cr
2021032426  , Roy Nielson Barrows  , 83979504  , CAA  , Ingeniería en Electrónica   , 0  , RNielson@estudiantec.cr
2021036631  , Erica Price Serna  , 91894745  , CAA  , Ingeniería en Electrónica   , 0  , EPrice@estudiantec.cr
2021035198  , Carly Escamilla Kay  , 85358213  , CAA  , Ingeniería en Electrónica   , 0  , CEscamilla@estudiantec.cr
2021037111  , Charles Kranz Opp  , 78291793  , CAA  , Ingeniería en Electrónica   , 0  , CKranz@estudiantec.cr
2021037673  , Richard Dixon Salzman  , 92113985  , CAA  , Ingeniería en Electrónica   , 0  , RDixon@estudiantec.cr
2021037175  , Jason Hinton Archer  , 88133402  , CAA  , Ingeniería en Electrónica   , 0  , JHinton@estudiantec.cr
2021038918  , Jessie Cummings Jackson  , 85861033  , CAA  , Ingeniería en Electrónica   , 0  , JCummings@estudiantec.cr
2021035980  , Michael Thomas Ison  , 65607940  , CAA  , Ingeniería en Electrónica   , 0  , MThomas@estudiantec.cr
2021042159  , Lawrence Rosica Badger  , 89958502  , CAL  , Administración de Empresas   , 2021049817  , LRosica@estudiantec.cr
2021044470  , Laurence Smith Sanchirico  , 80263923  , CAL  , Administración de Empresas   , 0  , LSmith@estudiantec.cr
2021044457  , Patricia Wilson Luedeman  , 71169477  , CAL  , Administración de Empresas   , 0  , PWilson@estudiantec.cr
2021045282  , Bethany Tanner Jones  , 64287528  , CAL  , Administración de Empresas   , 0  , BTanner@estudiantec.cr
2021042883  , Mary Gorrell Alley  , 98320983  , CAL  , Administración de Empresas   , 0  , MGorrell@estudiantec.cr
2021048819  , Arnold Hines Halman  , 72848175  , CAL  , Administración de Empresas   , 0  , AHines@estudiantec.cr
2021044599  , Oscar Hall Mohr  , 61620768  , CAL  , Administración de Empresas   , 0  , OHall@estudiantec.cr
2021042994  , Greg Glasser Mcmahon  , 60086684  , CAL  , Administración de Empresas   , 0  , GGlasser@estudiantec.cr
2021043068  , Mack Vanschoick Krueger  , 86396734  , CAL  , Administración de Empresas   , 0  , MVanschoick@estudiantec.cr
2021041265  , Andrew Steele Brammell  , 99763097  , CAL  , Administración de Empresas   , 0  , ASteele@estudiantec.cr
2021044338  , Clifford Hughes Garcia  , 93937797  , CAL  , Administración de Empresas   , 0  , CHughes@estudiantec.cr
2021042303  , David Hayes Emanuelson  , 68517345  , CAL  , Administración de Empresas   , 0  , DHayes@estudiantec.cr
2021043572  , David Frix Ritchie  , 61057269  , CAL  , Administración de Empresas   , 0  , DFrix@estudiantec.cr
2021041883  , Tamara Brewer Wahlen  , 63605487  , CAL  , Administración de Empresas   , 0  , TBrewer@estudiantec.cr
2021047023  , Roma Gajeski Timberlake  , 83421517  , CAL  , Administración de Empresas   , 0  , RGajeski@estudiantec.cr
2021046589  , Felix Howlett Newmark  , 63412886  , CAL  , Administración de Empresas   , 0  , FHowlett@estudiantec.cr
2021042408  , Bert Colarusso Galvan  , 72688603  , CAL  , Administración de Empresas   , 0  , BColarusso@estudiantec.cr
2021049119  , Tanya Egge Sanches  , 67613653  , CAL  , Administración de Empresas   , 0  , TEgge@estudiantec.cr
2021046585  , Kimberly Burges Summers  , 84501596  , CAL  , Ingeniería en Computación   , 0  , KBurges@estudiantec.cr
2021041715  , Gary Mcguire Fryar  , 60300993  , CAL  , Ingeniería en Computación   , 0  , GMcguire@estudiantec.cr
2021043715  , Merrill Hernandez Franz  , 94695608  , CAL  , Ingeniería en Computación   , 0  , MHernandez@estudiantec.cr
2021040894  , James Young Mayfield  , 75965158  , CAL  , Ingeniería en Computación   , 0  , JYoung@estudiantec.cr
2021044887  , Thelma Richard Davalos  , 67816330  , CAL  , Ingeniería en Computación   , 0  , TRichard@estudiantec.cr
2021042648  , Tina Molloy Oaks  , 86543572  , CAL  , Ingeniería en Computación   , 0  , TMolloy@estudiantec.cr
2021040765  , Victoria Houston Canales  , 88036083  , CAL  , Ingeniería en Producción de Industrial   , 0  , VHouston@estudiantec.cr
2021033346  , George Hughes Jackson  ,  0   , CAA  , Ingeniería en Electrónica   ,  0   , GHughes@estudiantec.cr
2021040217  , Larry Skaggs Hogan  ,  0   , CAL  , Administración de Empresas   ,  0   , LSkaggs@estudiantec.cr
