Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021035696  , Madeline Williams Wheeler  , 82883556  , CAA  , Ingeniería en Computación   , 0  , MWilliams@estudiantec.cr
2021035462  , Fredric Hernandez Garelik  , 65668300  , CAA  , Ingeniería en Computación   , 0  , FHernandez@estudiantec.cr
2021039111  , Hazel Bagby Bates  , 94679121  , CAA  , Ingeniería en Computación   , 0  , HBagby@estudiantec.cr
2021030998  , Derek Lodge Smith  , 79208206  , CAA  , Ingeniería en Computación   , 0  , DLodge@estudiantec.cr
2021034811  , Jeffery Benjamin Robertson  , 68760860  , CAA  , Ingeniería en Computación   , 0  , JBenjamin@estudiantec.cr
2021036960  , Sue Hartley Randall  , 87746310  , CAA  , Ingeniería en Computación   , 0  , SHartley@estudiantec.cr
2021030889  , Guy Sims Anderson  , 94313728  , CAA  , Ingeniería en Computación   , 0  , GSims@estudiantec.cr
2021031491  , Stephane Villarreal Green  , 78332961  , CAA  , Ingeniería en Computación   , 0  , SVillarreal@estudiantec.cr
2021039853  , Charleen Thompson White  , 67520421  , CAA  , Ingeniería en Computación   , 0  , CThompson@estudiantec.cr
2021033730  , David Hokanson Sweeney  , 75870619  , CAA  , Ingeniería en Computación   , 0  , DHokanson@estudiantec.cr
2021032739  , Mayra Varin Creel  , 68484820  , CAA  , Ingeniería en Computación   , 0  , MVarin@estudiantec.cr
2021036770  , Dawn Carroll Robinson  , 87879050  , CAA  , Ingeniería en Electrónica   , 0  , DCarroll@estudiantec.cr
2021049516  , Steven Mcdonald Gillan  , 90936810  , CAL  , Administración de Empresas   , 0  , SMcdonald@estudiantec.cr
2021045752  , John Brown Deas  , 86016463  , CAL  , Administración de Empresas   , 0  , JBrown@estudiantec.cr
2021042252  , Robert Smith Shabel  , 80449913  , CAL  , Administración de Empresas   , 0  , RSmith@estudiantec.cr
2021049842  , Frances Mcelwaine Stratton  , 93099163  , CAL  , Administración de Empresas   , 0  , FMcelwaine@estudiantec.cr
2021042750  , Wilfred Davis Poplin  , 72190633  , CAL  , Administración de Empresas   , 0  , WDavis@estudiantec.cr
2021046538  , Nicholas Magee Wharton  , 79856036  , CAL  , Administración de Empresas   , 0  , NMagee@estudiantec.cr
2021042610  , Larry Stevens Dargie  , 61161520  , CAL  , Ingeniería en Computación   , 0  , LStevens@estudiantec.cr
2021048843  , Cameron Gabrielson Chavez  , 83703627  , CAL  , Ingeniería en Computación   , 0  , CGabrielson@estudiantec.cr
2021049755  , Leigh Diaz Henry  , 73115365  , CAL  , Ingeniería en Computación   , 0  , LDiaz@estudiantec.cr
2021049834  , Andrew Nance Dahlen  , 81469297  , CAL  , Ingeniería en Computación   , 0  , ANance@estudiantec.cr
2021046427  , Wanda Hughes Lopez  , 91770590  , CAL  , Ingeniería en Producción de Industrial   , 2021042730  , WHughes@estudiantec.cr
2021049042  , Barry Olsen Jackson  , 65928737  , CAL  , Ingeniería en Producción de Industrial   , 0  , BOlsen@estudiantec.cr
2021045806  , George Fallon Silva  , 72389689  , CAL  , Ingeniería en Producción de Industrial   , 0  , GFallon@estudiantec.cr
2021044920  , Vanessa Rooker Sherman  , 66715832  , CAL  , Ingeniería en Producción de Industrial   , 0  , VRooker@estudiantec.cr
2021047777  , Steven Duval Green  , 91692297  , CAL  , Ingeniería en Producción de Industrial   , 0  , SDuval@estudiantec.cr
2021047503  , Samuel Johnson Ng  , 67029113  , CAL  , Ingeniería en Producción de Industrial   , 0  , SJohnson@estudiantec.cr
2021047160  , Michelle Mickey Perrella  , 80956522  , CAL  , Ingeniería en Producción de Industrial   , 0  , MMickey@estudiantec.cr
2021048394  , Bryan Johnson Tvedt  , 63065223  , CAL  , Ingeniería en Producción de Industrial   , 0  , BJohnson@estudiantec.cr
2021046414  , Josh Linton Patel  , 80813775  , CAL  , Ingeniería en Producción de Industrial   , 0  , JLinton@estudiantec.cr
2021047207  , Patricia Lowe Olson  , 88139709  , CAL  , Ingeniería en Producción de Industrial   , 0  , PLowe@estudiantec.cr
2021046495  , Lewis Shields Lyles  , 79817755  , CAL  , Ingeniería en Producción de Industrial   , 0  , LShields@estudiantec.cr
2021044457  , Janice Robbins Dugat  , 97225692  , CAL  , Ingeniería en Producción de Industrial   , 0  , JRobbins@estudiantec.cr
2021044070  , Thomas Calvillo Arnold  , 94975517  , CAL  , Ingeniería en Producción de Industrial   , 0  , TCalvillo@estudiantec.cr
2021042667  , Robert Koger Dejong  , 66845104  , CAL  , Ingeniería en Producción de Industrial   , 0  , RKoger@estudiantec.cr
2021040379  , Paul Kessler Sanborn  , 82769889  , CAL  , Ingeniería en Producción de Industrial   , 0  , PKessler@estudiantec.cr
2021034574  , Erin Fitzgerald Downes  ,  0   , CAA  , Ingeniería en Computación   ,  0   , EFitzgerald@estudiantec.cr
2021042342  , Christine Wood Sheth  ,  0   , CAL  , Ingeniería en Producción de Industrial   ,  0   , CWood@estudiantec.cr
