Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021048955  , Janette Cherry Olofson  , 80064446  , CAL  , Administración de Empresas   , 0  , JCherry@estudiantec.cr
2021044969  , Mai Fitzpatrick Johnston  , 69471461  , CAL  , Administración de Empresas   , 0  , MFitzpatrick@estudiantec.cr
2021048687  , Kenneth Stover Phillips  , 60467555  , CAL  , Administración de Empresas   , 0  , KStover@estudiantec.cr
2021048301  , Tyesha Andrade Fitch  , 90189972  , CAL  , Ingeniería en Computación   , 0  , TAndrade@estudiantec.cr
2021043622  , Billy Denoon Strang  , 78664065  , CAL  , Ingeniería en Computación   , 0  , BDenoon@estudiantec.cr
2021041094  , Mary Conn Hinnenkamp  , 70714367  , CAL  , Ingeniería en Computación   , 0  , MConn@estudiantec.cr
2021042542  , Christopher Harrison Stewart  , 77274476  , CAL  , Ingeniería en Computación   , 0  , CHarrison@estudiantec.cr
2021043566  , Kevin Delaurentis Curtis  , 61126350  , CAL  , Ingeniería en Computación   , 0  , KDelaurentis@estudiantec.cr
2021047400  , Danielle Smith Junior  , 86106852  , CAL  , Ingeniería en Computación   , 0  , DSmith@estudiantec.cr
2021046999  , Leroy Merritt Ford  , 88645403  , CAL  , Ingeniería en Computación   , 0  , LMerritt@estudiantec.cr
2021041081  , Shana Abney Carrier  , 80735232  , CAL  , Ingeniería en Producción de Industrial   , 0  , SAbney@estudiantec.cr
2021046557  , Sarah Coffman Owens  , 89721609  , CAL  , Ingeniería en Producción de Industrial   , 0  , SCoffman@estudiantec.cr
2021042931  , Dana Orms Harshman  , 75983413  , CAL  , Ingeniería en Producción de Industrial   , 0  , DOrms@estudiantec.cr
2021048935  , Brenda Pagan Fabbri  , 79395000  , CAL  , Ingeniería en Producción de Industrial   , 0  , BPagan@estudiantec.cr
2021048142  , Tammy Fehr Wallace  , 69382182  , CAL  , Ingeniería en Producción de Industrial   , 0  , TFehr@estudiantec.cr
2021043070  , Robert Simmons Chambers  , 80583581  , CAL  , Ingeniería en Producción de Industrial   , 0  , RSimmons@estudiantec.cr
2021049314  , Tony Doner Lee  , 84389528  , CAL  , Ingeniería en Producción de Industrial   , 0  , TDoner@estudiantec.cr
2021035689  , Stanley Roe Makins  ,  0   , CAA  , Ingeniería en Computación   ,  0   , SRoe@estudiantec.cr
2021042429  , Anthony Doward Shaw  ,  0   , CAL  , Administración de Empresas   ,  0   , ADoward@estudiantec.cr
