Carnet, Nombre, Telefono, Sede, Carrera, Mentor, Correo  
2021045816  , Grace Mellas Anderson  , 72713859  , CAL  , Ingeniería en Producción de Industrial   , 0  , GMellas@estudiantec.cr
2021040586  , Antonio Strohl Mccallister  , 61293784  , CAL  , Ingeniería en Producción de Industrial   , 0  , AStrohl@estudiantec.cr
2021045768  , Becky Hites Clark  , 82618569  , CAL  , Ingeniería en Producción de Industrial   , 0  , BHites@estudiantec.cr
2021049341  , Robert Pifer Marrero  , 83208289  , CAL  , Ingeniería en Producción de Industrial   , 0  , RPifer@estudiantec.cr
2021045984  , Joseph Guyer Sherrill  , 76802344  , CAL  , Ingeniería en Producción de Industrial   , 0  , JGuyer@estudiantec.cr
2021041550  , Eugene Morris Payne  , 63679102  , CAL  , Ingeniería en Producción de Industrial   , 0  , EMorris@estudiantec.cr
2021048486  , Noemi Frenz Beaucage  , 72370007  , CAL  , Ingeniería en Producción de Industrial   , 0  , NFrenz@estudiantec.cr
2021042715  , Michael Aguilar Delong  , 66533191  , CAL  , Ingeniería en Producción de Industrial   , 0  , MAguilar@estudiantec.cr
2021048861  , Nancy Butts Hernandez  , 85065306  , CAL  , Ingeniería en Producción de Industrial   , 0  , NButts@estudiantec.cr
2021040298  , Tanya Murray Dyer  , 63289196  , CAL  , Ingeniería en Producción de Industrial   , 0  , TMurray@estudiantec.cr
2021048509  , Rita Fields Gravina  , 82965196  , CAL  , Ingeniería en Producción de Industrial   , 0  , RFields@estudiantec.cr
2021047773  , Norma Garand Brown  , 60163697  , CAL  , Ingeniería en Producción de Industrial   , 0  , NGarand@estudiantec.cr
2021048755  , William Strickland Fry  , 93382113  , CAL  , Ingeniería en Producción de Industrial   , 0  , WStrickland@estudiantec.cr
2021046682  , Gregory Robinson Marrow  , 63674697  , CAL  , Ingeniería en Producción de Industrial   , 0  , GRobinson@estudiantec.cr
2021046028  , Shirley Hunt Wafford  ,  0   , CAL  , Ingeniería en Producción de Industrial   ,  0   , SHunt@estudiantec.cr
